,별점,내용,작성일,공감,비공감
3642,10,별 생각없이 보러갔다가 무기력햇던열정이 셈솟고 있어요 ㅋㅋㅋㅋ 갑분 주말출근중 ! 어제의 나보다 오늘 더 성장하리라 !,2020.10.25,2,2
3643,10,"배우들 캐스팅부터가 너무 좋았어요! 고아성, 이솜, 박혜수 배우님 그리고 중간중간 나오신 배해선 배우님까지ㅠㅠㅠㅠ 2020년에 본 영화 중 다시 보고싶다고 생각한 영화는 삼진그룹 영어토익반이 유일하네요",2020.10.25,2,2
3644,10,"배우 하나하나 캐스팅 매우 우수, 긴 상영시간에도 불구하고 크게 지루하지 않은, 밸런스가 잘 맞는 영화, 주변 사람들에게 추천해주고 싶은 영화..",2020.10.25,2,2
3645,1,아무리 봐도 지금 평점은 개오바.,2020.10.25,2,2
3646,1,"무슨... 억지 감동, 사회악에 그쪽에 편향된 영화...",2020.10.24,2,2
3647,1,ㅠㅠ노잼  ㅠㅠㅠ전 돈아까웟습니다,2020.10.24,2,2
3648,1,,2020.10.24,2,2
3649,2,국가를 제외하고 본다면 일개 국민이 부조리와 싸운다로 감명받았겠지만 이게 한국에서 만든영화라 생각하고 본순간 여성판 김일성 신격화를 본것같았습니다.,2020.10.24,2,2
3650,4,"엥 왜케 고평가 되어 있나요? 내용 전개 말도 안되고, B급 유머 유도했지만 노잼.. 95년 감성 기대했는데 그닥... 배우분들 연기는 훌륭했습니다.",2020.10.24,2,2
3651,10,스토리도 배우들도 조았던영화,2020.10.24,2,2
3652,10,고아성 이솜 박혜수 연기 소름삼진그룹 영어 토익반 대박나자!!!!,2020.10.24,2,2
3653,10,캐릭터 다들 개성 넘치고 진짜.재밌었어요,2020.10.24,2,2
3654,10,기승전결 최고네요 여주들 다 귀엽고 이쁘심 ㅎㅎ,2020.10.24,2,2
3655,10,오늘 쇼핑후  아들과 영화관람  재미있고감동있었어요. 강추,2020.10.24,2,2
3656,10,지금 막 보고나왔어요.박혜수..  연기 잘하네요  박혜수인줄몰랐어요ㅎ지금 이대로만 연기 잘 해주길그리고 스토리도 신박... 지금 회사에 많은 꼰대들이보면 뭔가느낄까싶네유ㅋㅋ,2020.10.24,2,2
3657,10,너무 재밌었어요... 방금 보고나와서 쓰는 따끈따끈한 후기 ㅋㅋㅋ,2020.10.24,2,2
3658,10,그냥 존잼이에요테넷보다 재밌었음하기싫은거 빼고 아무거나하세요오늘보다 더성장할거예요,2020.10.24,2,2
3659,10,실화라서 놀랐고 대한민국은 예전이나 지금이나 변한게 없구나 라는 생각을 해봅니다. 화가납니다,2020.10.24,2,2
3660,10,올해 본 영화 중에 최고예요,2020.10.24,2,2
3661,10,하아 코로나로 주춤했던 영화산업의 불씨를 살려줄 2020년 최고의 영화 인정합니다,2020.10.24,2,2
3662,10,잘만든 영화. 재미있다.,2020.10.24,2,2
3663,10,오랜만에 깨끗한 결말 봄.,2020.10.24,2,2
3664,10,진짜 내 인생영화 중 한편!! 너무 재밌다!!,2020.10.24,2,2
3665,10,그냥 괜스레 팍팍한 현시대와 다르게 따뜻함이 느껴져서 기분이 이상했어요. 저런 시대가 다시 오면 좋겠다는 생각이 들었습니다! 배우들 합도 좋고 중간중간 띵 할정도로 좋은 대사들도 많고 아주 당찬 영화라 좋았어요 :)...,2020.10.24,2,2
3666,10,"‘내가 하는 일이, 적어도 내 삶의 대부분을 바치고 있는 일이 누군가에게 피해만 주는 거라면 그 일을 하고 싶지 않다’암묵적으로 조용히 무던하게 남들만큼만, 평범을 강요하는 세상의 외침에 살아가던 나를 돌아보게 되었...",2020.10.24,2,2
3667,10,감독분이 남자라는 사실에 한번더 놀랐다진짜 흠잡을래야 도저히 잡을수가없는 인생 영화인것같다,2020.10.23,2,2
3668,10,배우들의 케미가 좋았어요 ! 배우들의 얼굴보는 재미 스타일링 보는 재미도 있구 :-) 오랜만에 기분좋게 영화보고왔습니당,2020.10.23,2,2
3669,10,재밌어요대박나실거같아요,2020.10.23,2,2
3670,6,삼진그룹 감사합니다 보유하고 있던 개잡주 월요일에 팔 수 있는 용기를 얻었습니다.,2020.10.23,2,2
3671,10,이 영화는 페미영화야!! 우웩!!이라는 사람은 영화를 보지않은 사람이다.지금 세상에 필요한 메시지는 핵심적으로 담긴 영화.,2020.10.23,2,2
3672,10,오랜만에 영화다운 영화 본 기분이네요,2020.10.23,2,2
3673,10,"어제 보고 왔는데,아직 안 보신 분들 너무 강추 합니다.이런 영화가 진짜 여권 영화지 되도 않는 여권 영화나 글쓰는 감독 작가들은 이 영화 참고 하길...",2020.10.23,2,2
3674,10,,2020.10.23,2,2
3675,10,"너무 소중한 영화~!! 코로나시대, 모두 이 영화를 보고 유쾌하고 따뜻한 위로를 얻고, 단절의 시대속에서도 깊은 연대감을 느낄 수 있으면 좋겠다~ 밤쉘보다 감동적이고, 히든피겨스보다 재밌다!!!!",2020.10.23,2,2
3676,10,고아성의 진심과 뚝심이 영화의 질을 높였다 !!!,2020.10.23,2,2
3677,10,너무 재밌었어요 캐릭터들이 살아움직이고 불편한 점이 하나도 없엇습니다,2020.10.23,2,2
3678,10,,2020.10.23,2,2
3679,10,"이 영화는 저의 최애영화가 되었습니다bb배우, 캐릭터, 시대, 연출 등 모든 요소들이 마음에 들어요..!",2020.10.23,2,2
3680,10,뭐 하나빠지는게 없는 영화,2020.10.23,2,2
3681,10,,2020.10.23,2,2
3682,10,,2020.10.23,2,2
3683,10,오랜만에 재미있게 봤어요!,2020.10.23,2,2
3684,10,너무 재밌어요. 억지 감동 안나와서 좋았어요. 연기도 좋고 올해 본 영화 중에 최고예요~~~,2020.10.23,2,2
3685,10,배우 라인업이 대박이라 기대하고 봤던 영화 개봉일에 보고왔는데 재밌고 좋아요,2020.10.23,2,2
3686,8,반전에 반전에 반전이 있네 썁썁놈들평점때문에 너무기대치가 높았지만 기대하지말고 보면 재미있을듯,2020.10.23,2,2
3687,10,"기대 그 이상의 영화. 반전에 반전을 거듭하는 스토리도, 뛰어난 연출도, 물 흐르듯 흘러가는 연기도 모두 훌륭했다. 무엇보다 우리 모두의 삶에 '의미'를 던지는 것이야 말로 이 영화의 베스트.",2020.10.23,2,2
3688,10,눈물이 많이 맺혔어요 밤쉘이후로 너무 좋은영화입니다,2020.10.23,2,2
3689,10,,2020.10.23,2,2
3690,10,고아성님 사랑합니다 제 이상형입니다,2020.10.23,2,2
3691,10,,2020.10.23,2,2
3692,10,엄마랑 같이 보러갔는데 재밌었어요!! 딱 엄마세대라서 공감 되는 거 많았다고 하시더라구요ㅋㅋ 그리고 엄마가 저 사건 뉴스에 났던 거 기억 난다고 그러더라구요! 요즘 볼 거 없고+코로나 때문에 영화관 잘 안갔는데 오랜...,2020.10.23,2,2
3693,10,그냥 웃으면서 즐거운시간을 오랜만에느끼게해준 영화.,2020.10.23,2,2
3694,10,배우들 캐릭터들다 잘잡았어요 매력있고,2020.10.23,2,2
3695,10,,2020.10.23,2,2
3696,10,,2020.10.23,2,2
3697,10,감동과 재미 구성탄탄 좋아요,2020.10.23,2,2
3698,9,조금은 비현실적일 순 있어도 어떻게든 사건의 정당성을 부여하기 위해 촘촘히 쌓은 연결 고리들이 아주 인상 깊었다. 억지 신파가 아닌 진정성 있는 장면으로 눈물도 흘렸고 깊게 자리 잡은 유우머가 아니라 작은 센스들로 ...,2020.10.23,2,2
3699,10,영화 속에서라도 속 시원한 사이다를 봐서 좋았습니다,2020.10.23,2,2
3700,8,아주 오랜만에 너무 보고싶어서 영화관갔는데 진짜 울컥한 순간이 여러번 있었고 고아성님이후반부에 we are great 할 때 진짜 소름이... 나 하나해서 뭐 다르겠어가 아닌 하나가 모이면힘이 되는 그런 것 제가 생...,2020.10.23,2,2
3701,10,스토리도 튼튼하고 배우들의 연기력도 수준급,2020.10.23,2,2
3702,10,,2020.10.23,2,2
3703,10,개봉 첫날 보고 왔는데 너무 재밌었어요ㅠㅜㅜ,2020.10.23,2,2
3704,10,연기도 다들 좋았고 놀라움의 연속이였습니다.주말연속극 보는거 같았어요 연출도 좋았고 긴장감있게 이야기도 잘 풀어가서 재밌게 봤어요 안보신분들께 적극추천합니다,2020.10.23,2,2
3705,10,"지렁이도 밟으면 꿈틀한다. 큰 틀을 보면 흔한 이야기이다. 약자들의 노력으로 강한 악인들을 무찌른다. 그 흔한 큰 틀 속에 배우들 연기력, 연출, 그리고 주변에서 심심치 않게 들려오는 이야기들이 떠오르며 영화에 집중...",2020.10.23,2,2
3706,8,재미도 있고 감동도 있네요.,2020.10.23,2,2
3707,10,진짜 진짜 진짜 재밌어요 배우님들 다 연기도 잘하고 한명한명 매력있어서 또 보러갈 것 같아요 올해 본 영화중에 제일 재밌었어요 대박나면 좋겠다 화이팅!!!,2020.10.23,2,2
3708,10,"반전의 반전의 반전. 자칫 무거울 수도 있는 이야기를 재치있고 가볍게 풀어내서 좋았고, 각각의 캐릭터가 개성이 넘치며 배우들에게 잘 어울렸고 소화를 잘 해냈음. 실화를 바탕으로 한 이야기라고 하는데 목소리를 내어준 ...",2020.10.23,2,2
